"search_index","sort","result_count","return_count","bias_dimension","bias_result_count"
"888927","date_desc","1619","200","elderly","18"
"888927","date_desc","1619","200","women","9"
"888927","date_desc","1619","200","non_us","11"
"706690","relevance","51","51","race","0"
"706690","relevance","51","51","sexual_minorities","0"
"706690","relevance","51","51","kids","0"
"706690","relevance","51","51","elderly","0"
"706690","relevance","51","51","women","0"
"706690","relevance","51","51","non_us","2"
"706690","date_desc","51","51","race","0"
"706690","date_desc","51","51","sexual_minorities","0"
"706690","date_desc","51","51","kids","0"
"706690","date_desc","51","51","elderly","0"
"706690","date_desc","51","51","women","0"
"706690","date_desc","51","51","non_us","2"
"919149","relevance","2509","200","race","6"
"919149","relevance","2509","200","sexual_minorities","0"
"919149","relevance","2509","200","kids","31"
"919149","relevance","2509","200","elderly","24"
"919149","relevance","2509","200","women","23"
"919149","relevance","2509","200","non_us","14"
"110785","relevance","104","104","race","0"
"110785","relevance","104","104","sexual_minorities","0"
"110785","relevance","104","104","kids","5"
"110785","relevance","104","104","elderly","12"
"110785","relevance","104","104","women","11"
"110785","relevance","104","104","non_us","12"
"919149","date_desc","2509","200","race","2"
"919149","date_desc","2509","200","sexual_minorities","0"
"919149","date_desc","2509","200","kids","16"
"919149","date_desc","2509","200","elderly","30"
"919149","date_desc","2509","200","women","23"
"919149","date_desc","2509","200","non_us","18"
"831567","date_desc","1","1","race","0"
"831567","date_desc","1","1","sexual_minorities","0"
"831567","date_desc","1","1","kids","0"
"831567","date_desc","1","1","elderly","1"
"831567","date_desc","1","1","women","0"
"831567","date_desc","1","1","non_us","0"
"831567","relevance","1","1","race","0"
"831567","relevance","1","1","sexual_minorities","0"
"831567","relevance","1","1","kids","0"
"831567","relevance","1","1","elderly","1"
"831567","relevance","1","1","women","0"
"831567","relevance","1","1","non_us","0"
"110785","date_desc","104","104","race","0"
"110785","date_desc","104","104","sexual_minorities","0"
"110785","date_desc","104","104","kids","5"
"110785","date_desc","104","104","elderly","12"
"110785","date_desc","104","104","women","11"
"110785","date_desc","104","104","non_us","12"
"439327","relevance","421","200","race","7"
"439327","relevance","421","200","sexual_minorities","0"
"439327","relevance","421","200","kids","20"
"439327","relevance","421","200","elderly","65"
"439327","relevance","421","200","women","46"
"439327","relevance","421","200","non_us","42"
"439327","date_desc","421","200","race","11"
"439327","date_desc","421","200","sexual_minorities","0"
"439327","date_desc","421","200","kids","23"
"439327","date_desc","421","200","elderly","69"
"439327","date_desc","421","200","women","46"
"439327","date_desc","421","200","non_us","52"
"1103083","relevance","1425","200","race","0"
"1103083","relevance","1425","200","sexual_minorities","0"
"1103083","relevance","1425","200","kids","5"
"1103083","relevance","1425","200","elderly","52"
"1103083","relevance","1425","200","women","2"
"1103083","relevance","1425","200","non_us","2"
"698532","relevance","5","5","race","0"
"698532","relevance","5","5","sexual_minorities","0"
"698532","relevance","5","5","kids","1"
"698532","relevance","5","5","elderly","1"
"698532","relevance","5","5","women","2"
"698532","relevance","5","5","non_us","3"
"1103083","date_desc","1425","200","race","1"
"1103083","date_desc","1425","200","sexual_minorities","0"
"1103083","date_desc","1425","200","kids","12"
"1103083","date_desc","1425","200","elderly","55"
"1103083","date_desc","1425","200","women","6"
"1103083","date_desc","1425","200","non_us","4"
"698532","date_desc","5","5","race","0"
"698532","date_desc","5","5","sexual_minorities","0"
"698532","date_desc","5","5","kids","1"
"698532","date_desc","5","5","elderly","1"
"698532","date_desc","5","5","women","2"
"698532","date_desc","5","5","non_us","3"
"1011916","date_desc","3126","200","race","0"
"1011916","date_desc","3126","200","sexual_minorities","0"
"1011916","date_desc","3126","200","kids","3"
"1011916","date_desc","3126","200","elderly","9"
"1011916","date_desc","3126","200","women","9"
"1011916","date_desc","3126","200","non_us","2"
"1011916","relevance","3126","200","race","0"
"1011916","relevance","3126","200","sexual_minorities","0"
"1011916","relevance","3126","200","kids","1"
"1011916","relevance","3126","200","elderly","3"
"1011916","relevance","3126","200","women","0"
"1011916","relevance","3126","200","non_us","1"
"804795","relevance","5","5","race","0"
"804795","relevance","5","5","sexual_minorities","0"
"804795","relevance","5","5","kids","0"
"804795","relevance","5","5","elderly","0"
"804795","relevance","5","5","women","0"
"804795","relevance","5","5","non_us","0"
"804795","date_desc","5","5","race","0"
"804795","date_desc","5","5","sexual_minorities","0"
"804795","date_desc","5","5","kids","0"
"804795","date_desc","5","5","elderly","0"
"804795","date_desc","5","5","women","0"
"804795","date_desc","5","5","non_us","0"
"291697","relevance","10392","200","race","1"
"291697","relevance","10392","200","sexual_minorities","0"
"291697","relevance","10392","200","kids","34"
"291697","relevance","10392","200","elderly","24"
"291697","relevance","10392","200","women","28"
"291697","relevance","10392","200","non_us","10"
"483777","relevance","308","200","race","0"
"483777","relevance","308","200","sexual_minorities","0"
"483777","relevance","308","200","kids","8"
"483777","relevance","308","200","elderly","16"
"483777","relevance","308","200","women","0"
"483777","relevance","308","200","non_us","0"
"483777","date_desc","308","200","race","0"
"483777","date_desc","308","200","sexual_minorities","0"
"483777","date_desc","308","200","kids","8"
"483777","date_desc","308","200","elderly","15"
"483777","date_desc","308","200","women","1"
"483777","date_desc","308","200","non_us","1"
"291697","date_desc","10392","200","race","1"
"291697","date_desc","10392","200","sexual_minorities","0"
"291697","date_desc","10392","200","kids","28"
"291697","date_desc","10392","200","elderly","18"
"291697","date_desc","10392","200","women","37"
"291697","date_desc","10392","200","non_us","17"
"6556","date_desc","67","67","race","0"
"6556","date_desc","67","67","sexual_minorities","0"
"6556","date_desc","67","67","kids","0"
"6556","date_desc","67","67","elderly","5"
"6556","date_desc","67","67","women","4"
"6556","date_desc","67","67","non_us","1"
"6556","relevance","67","67","race","0"
"6556","relevance","67","67","sexual_minorities","0"
"6556","relevance","67","67","kids","0"
"6556","relevance","67","67","elderly","5"
"6556","relevance","67","67","women","4"
"6556","relevance","67","67","non_us","1"
"138698","relevance","1063","200","race","1"
"138698","relevance","1063","200","sexual_minorities","0"
"138698","relevance","1063","200","kids","21"
"138698","relevance","1063","200","elderly","8"
"138698","relevance","1063","200","women","5"
"138698","relevance","1063","200","non_us","23"
"138698","date_desc","1063","200","race","1"
"138698","date_desc","1063","200","sexual_minorities","0"
"138698","date_desc","1063","200","kids","27"
"138698","date_desc","1063","200","elderly","11"
"138698","date_desc","1063","200","women","12"
"138698","date_desc","1063","200","non_us","25"
"1274346","relevance","127","127","race","0"
"1274346","relevance","127","127","sexual_minorities","0"
"1274346","relevance","127","127","kids","23"
"1274346","relevance","127","127","elderly","18"
"1274346","relevance","127","127","women","22"
"1274346","relevance","127","127","non_us","5"
"1274346","date_desc","127","127","race","0"
"1274346","date_desc","127","127","sexual_minorities","0"
"1274346","date_desc","127","127","kids","23"
"1274346","date_desc","127","127","elderly","18"
"1274346","date_desc","127","127","women","22"
"1274346","date_desc","127","127","non_us","5"
"521015","relevance","2156","200","race","1"
"521015","relevance","2156","200","sexual_minorities","0"
"521015","relevance","2156","200","kids","106"
"521015","relevance","2156","200","elderly","22"
"521015","relevance","2156","200","women","108"
"521015","relevance","2156","200","non_us","10"
"207438","date_desc","3036","200","race","3"
"207438","date_desc","3036","200","sexual_minorities","0"
"207438","date_desc","3036","200","kids","47"
"207438","date_desc","3036","200","elderly","20"
"207438","date_desc","3036","200","women","29"
"207438","date_desc","3036","200","non_us","24"
"207438","relevance","3036","200","race","0"
"207438","relevance","3036","200","sexual_minorities","0"
"207438","relevance","3036","200","kids","68"
"207438","relevance","3036","200","elderly","22"
"207438","relevance","3036","200","women","23"
"207438","relevance","3036","200","non_us","28"
"521015","date_desc","2156","200","race","2"
"521015","date_desc","2156","200","sexual_minorities","0"
"521015","date_desc","2156","200","kids","91"
"521015","date_desc","2156","200","elderly","18"
"521015","date_desc","2156","200","women","107"
"521015","date_desc","2156","200","non_us","13"
"28255","relevance","0","0","race","200"
"28255","relevance","0","0","sexual_minorities","200"
"28255","relevance","0","0","kids","200"
"28255","relevance","0","0","elderly","200"
"28255","relevance","0","0","women","200"
"28255","relevance","0","0","non_us","200"
"28255","date_desc","0","0","race","200"
"28255","date_desc","0","0","sexual_minorities","200"
"28255","date_desc","0","0","kids","200"
"28255","date_desc","0","0","elderly","200"
"28255","date_desc","0","0","women","200"
"28255","date_desc","0","0","non_us","200"
"382749","relevance","57548","200","race","4"
"382749","relevance","57548","200","sexual_minorities","0"
"382749","relevance","57548","200","kids","49"
"382749","relevance","57548","200","elderly","18"
"382749","relevance","57548","200","women","19"
"382749","relevance","57548","200","non_us","19"
"382749","date_desc","57548","200","race","2"
"382749","date_desc","57548","200","sexual_minorities","0"
"382749","date_desc","57548","200","kids","24"
"382749","date_desc","57548","200","elderly","10"
"382749","date_desc","57548","200","women","24"
"382749","date_desc","57548","200","non_us","14"
"677794","relevance","2","2","race","1"
"677794","relevance","2","2","sexual_minorities","0"
"677794","relevance","2","2","kids","0"
"677794","relevance","2","2","elderly","2"
"677794","relevance","2","2","women","0"
"677794","relevance","2","2","non_us","0"
"677794","date_desc","2","2","race","1"
"677794","date_desc","2","2","sexual_minorities","0"
"677794","date_desc","2","2","kids","0"
"677794","date_desc","2","2","elderly","2"
"677794","date_desc","2","2","women","0"
"677794","date_desc","2","2","non_us","0"
"28844","date_desc","355137","200","race","4"
"28844","date_desc","355137","200","sexual_minorities","0"
"28844","date_desc","355137","200","kids","6"
"28844","date_desc","355137","200","elderly","8"
"28844","date_desc","355137","200","women","20"
"28844","date_desc","355137","200","non_us","13"
"28844","relevance","355137","200","race","2"
"28844","relevance","355137","200","sexual_minorities","0"
"28844","relevance","355137","200","kids","5"
"28844","relevance","355137","200","elderly","4"
"28844","relevance","355137","200","women","30"
"28844","relevance","355137","200","non_us","22"
"139807","relevance","278","200","race","1"
"139807","relevance","278","200","sexual_minorities","0"
"139807","relevance","278","200","kids","7"
"139807","relevance","278","200","elderly","22"
"139807","relevance","278","200","women","1"
"139807","relevance","278","200","non_us","9"
"139807","date_desc","278","200","race","3"
"139807","date_desc","278","200","sexual_minorities","0"
"139807","date_desc","278","200","kids","8"
"139807","date_desc","278","200","elderly","28"
"139807","date_desc","278","200","women","4"
"139807","date_desc","278","200","non_us","14"
"1239696","date_desc","4","4","race","0"
"1239696","date_desc","4","4","sexual_minorities","0"
"1239696","date_desc","4","4","kids","2"
"1239696","date_desc","4","4","elderly","0"
"1239696","date_desc","4","4","women","0"
"1239696","date_desc","4","4","non_us","0"
"586934","relevance","48","48","race","0"
"586934","relevance","48","48","sexual_minorities","0"
"586934","relevance","48","48","kids","3"
"586934","relevance","48","48","elderly","6"
"586934","relevance","48","48","women","0"
"586934","relevance","48","48","non_us","0"
"1239696","relevance","4","4","race","0"
"1239696","relevance","4","4","sexual_minorities","0"
"1239696","relevance","4","4","kids","2"
"1239696","relevance","4","4","elderly","0"
"1239696","relevance","4","4","women","0"
"1239696","relevance","4","4","non_us","0"
"586934","date_desc","48","48","race","0"
"586934","date_desc","48","48","sexual_minorities","0"
"586934","date_desc","48","48","kids","3"
"586934","date_desc","48","48","elderly","6"
"586934","date_desc","48","48","women","0"
"586934","date_desc","48","48","non_us","0"
"1169180","date_desc","95","95","race","0"
"1169180","date_desc","95","95","sexual_minorities","0"
"1169180","date_desc","95","95","kids","5"
"1169180","date_desc","95","95","elderly","2"
"1169180","date_desc","95","95","women","4"
"1169180","date_desc","95","95","non_us","1"
"1169180","relevance","95","95","race","0"
"1169180","relevance","95","95","sexual_minorities","0"
"1169180","relevance","95","95","kids","5"
"1169180","relevance","95","95","elderly","2"
"1169180","relevance","95","95","women","4"
"1169180","relevance","95","95","non_us","1"
"279464","relevance","98","98","race","0"
"279464","relevance","98","98","sexual_minorities","0"
"279464","relevance","98","98","kids","7"
"279464","relevance","98","98","elderly","1"
"279464","relevance","98","98","women","2"
"279464","relevance","98","98","non_us","0"
"279464","date_desc","98","98","race","0"
"279464","date_desc","98","98","sexual_minorities","0"
"279464","date_desc","98","98","kids","7"
"279464","date_desc","98","98","elderly","1"
"279464","date_desc","98","98","women","2"
"279464","date_desc","98","98","non_us","0"
"863426","relevance","1219","200","race","0"
"863426","relevance","1219","200","sexual_minorities","0"
"863426","relevance","1219","200","kids","2"
"863426","relevance","1219","200","elderly","7"
"863426","relevance","1219","200","women","0"
"863426","relevance","1219","200","non_us","2"
"863426","date_desc","1219","200","race","0"
"863426","date_desc","1219","200","sexual_minorities","0"
"863426","date_desc","1219","200","kids","2"
"863426","date_desc","1219","200","elderly","7"
"863426","date_desc","1219","200","women","3"
"863426","date_desc","1219","200","non_us","3"
"832099","date_desc","351","200","race","4"
"832099","date_desc","351","200","sexual_minorities","0"
"832099","date_desc","351","200","kids","115"
"832099","date_desc","351","200","elderly","23"
"832099","date_desc","351","200","women","30"
"832099","date_desc","351","200","non_us","51"
"872016","relevance","30","30","race","2"
"872016","relevance","30","30","sexual_minorities","0"
"872016","relevance","30","30","kids","2"
"872016","relevance","30","30","elderly","12"
"872016","relevance","30","30","women","1"
"872016","relevance","30","30","non_us","2"
"832099","relevance","351","200","race","5"
"832099","relevance","351","200","sexual_minorities","0"
"832099","relevance","351","200","kids","111"
"832099","relevance","351","200","elderly","13"
"832099","relevance","351","200","women","19"
"832099","relevance","351","200","non_us","47"
"872016","date_desc","30","30","race","2"
"872016","date_desc","30","30","sexual_minorities","0"
"872016","date_desc","30","30","kids","2"
"872016","date_desc","30","30","elderly","12"
"872016","date_desc","30","30","women","1"
"872016","date_desc","30","30","non_us","2"
"1025444","relevance","258251","200","race","1"
"1025444","relevance","258251","200","sexual_minorities","1"
"1025444","relevance","258251","200","kids","29"
"1025444","relevance","258251","200","elderly","6"
"1025444","relevance","258251","200","women","7"
"1025444","relevance","258251","200","non_us","5"
"1025444","date_desc","258251","200","race","0"
"1025444","date_desc","258251","200","sexual_minorities","0"
"1025444","date_desc","258251","200","kids","34"
"1025444","date_desc","258251","200","elderly","8"
"1025444","date_desc","258251","200","women","32"
"1025444","date_desc","258251","200","non_us","5"
"988834","relevance","1140","200","race","0"
"988834","relevance","1140","200","sexual_minorities","0"
"988834","relevance","1140","200","kids","102"
"988834","relevance","1140","200","elderly","12"
"988834","relevance","1140","200","women","28"
"988834","relevance","1140","200","non_us","32"
"988834","date_desc","1140","200","race","2"
"988834","date_desc","1140","200","sexual_minorities","0"
"988834","date_desc","1140","200","kids","62"
"988834","date_desc","1140","200","elderly","15"
"988834","date_desc","1140","200","women","33"
"988834","date_desc","1140","200","non_us","43"
"474549","relevance","18032","200","race","1"
"474549","relevance","18032","200","sexual_minorities","0"
"474549","relevance","18032","200","kids","9"
"474549","relevance","18032","200","elderly","20"
"474549","relevance","18032","200","women","5"
"474549","relevance","18032","200","non_us","3"
"18907","relevance","19","19","race","0"
"18907","relevance","19","19","sexual_minorities","0"
"18907","relevance","19","19","kids","12"
"18907","relevance","19","19","elderly","1"
"18907","relevance","19","19","women","7"
"18907","relevance","19","19","non_us","0"
"474549","date_desc","18032","200","race","0"
"474549","date_desc","18032","200","sexual_minorities","0"
"474549","date_desc","18032","200","kids","8"
"474549","date_desc","18032","200","elderly","5"
"474549","date_desc","18032","200","women","9"
"474549","date_desc","18032","200","non_us","4"
"18907","date_desc","19","19","race","0"
"18907","date_desc","19","19","sexual_minorities","0"
"18907","date_desc","19","19","kids","12"
"18907","date_desc","19","19","elderly","1"
"18907","date_desc","19","19","women","7"
"18907","date_desc","19","19","non_us","0"
"561093","relevance","0","0","race","200"
"561093","relevance","0","0","sexual_minorities","200"
"561093","relevance","0","0","kids","200"
"561093","relevance","0","0","elderly","200"
"561093","relevance","0","0","women","200"
"561093","relevance","0","0","non_us","200"
"744253","relevance","57","57","race","2"
"744253","relevance","57","57","sexual_minorities","0"
"744253","relevance","57","57","kids","33"
"744253","relevance","57","57","elderly","0"
"744253","relevance","57","57","women","10"
"744253","relevance","57","57","non_us","6"
"744253","date_desc","57","57","race","2"
"744253","date_desc","57","57","sexual_minorities","0"
"744253","date_desc","57","57","kids","33"
"744253","date_desc","57","57","elderly","0"
"744253","date_desc","57","57","women","10"
"744253","date_desc","57","57","non_us","6"
"561093","date_desc","0","0","race","200"
"561093","date_desc","0","0","sexual_minorities","200"
"561093","date_desc","0","0","kids","200"
"561093","date_desc","0","0","elderly","200"
"561093","date_desc","0","0","women","200"
"561093","date_desc","0","0","non_us","200"
"1020467","relevance","0","0","race","200"
"1020467","relevance","0","0","sexual_minorities","200"
"1020467","relevance","0","0","kids","200"
"1020467","relevance","0","0","elderly","200"
"1020467","relevance","0","0","women","200"
"1020467","relevance","0","0","non_us","200"
"1020467","date_desc","0","0","race","200"
"1020467","date_desc","0","0","sexual_minorities","200"
"1020467","date_desc","0","0","kids","200"
"1020467","date_desc","0","0","elderly","200"
"1020467","date_desc","0","0","women","200"
"1020467","date_desc","0","0","non_us","200"
"499977","relevance","13","13","race","0"
"499977","relevance","13","13","sexual_minorities","0"
"499977","relevance","13","13","kids","0"
"499977","relevance","13","13","elderly","2"
"499977","relevance","13","13","women","0"
"499977","relevance","13","13","non_us","0"
"499977","date_desc","13","13","race","0"
"499977","date_desc","13","13","sexual_minorities","0"
"499977","date_desc","13","13","kids","0"
"499977","date_desc","13","13","elderly","2"
"499977","date_desc","13","13","women","0"
"499977","date_desc","13","13","non_us","0"
"569361","relevance","100","100","race","0"
"569361","relevance","100","100","sexual_minorities","0"
"569361","relevance","100","100","kids","18"
"569361","relevance","100","100","elderly","12"
"569361","relevance","100","100","women","5"
"569361","relevance","100","100","non_us","14"
"569361","date_desc","100","100","race","0"
"569361","date_desc","100","100","sexual_minorities","0"
"569361","date_desc","100","100","kids","18"
"569361","date_desc","100","100","elderly","12"
"569361","date_desc","100","100","women","5"
"569361","date_desc","100","100","non_us","14"
"193746","relevance","5","5","race","0"
"193746","relevance","5","5","sexual_minorities","0"
"193746","relevance","5","5","kids","1"
"193746","relevance","5","5","elderly","0"
"193746","relevance","5","5","women","2"
"193746","relevance","5","5","non_us","0"
"193746","date_desc","5","5","race","0"
"193746","date_desc","5","5","sexual_minorities","0"
"193746","date_desc","5","5","kids","1"
"193746","date_desc","5","5","elderly","0"
"193746","date_desc","5","5","women","2"
"193746","date_desc","5","5","non_us","0"
"117303","relevance","0","0","race","200"
"117303","relevance","0","0","sexual_minorities","200"
"117303","relevance","0","0","kids","200"
"117303","relevance","0","0","elderly","200"
"117303","relevance","0","0","women","200"
"117303","relevance","0","0","non_us","200"
"117303","date_desc","0","0","race","200"
"117303","date_desc","0","0","sexual_minorities","200"
"117303","date_desc","0","0","kids","200"
"117303","date_desc","0","0","elderly","200"
"117303","date_desc","0","0","women","200"
"117303","date_desc","0","0","non_us","200"
"221832","relevance","56100","200","race","10"
"221832","relevance","56100","200","sexual_minorities","0"
"221832","relevance","56100","200","kids","37"
"221832","relevance","56100","200","elderly","7"
"221832","relevance","56100","200","women","57"
"221832","relevance","56100","200","non_us","30"
"221832","date_desc","56100","200","race","4"
"221832","date_desc","56100","200","sexual_minorities","0"
"221832","date_desc","56100","200","kids","40"
"221832","date_desc","56100","200","elderly","7"
"221832","date_desc","56100","200","women","47"
"221832","date_desc","56100","200","non_us","11"
"748284","relevance","6376","200","race","0"
"748284","relevance","6376","200","sexual_minorities","0"
"748284","relevance","6376","200","kids","87"
"748284","relevance","6376","200","elderly","11"
"748284","relevance","6376","200","women","20"
"748284","relevance","6376","200","non_us","16"
"748284","date_desc","6376","200","race","2"
"748284","date_desc","6376","200","sexual_minorities","0"
"748284","date_desc","6376","200","kids","52"
"748284","date_desc","6376","200","elderly","10"
"748284","date_desc","6376","200","women","33"
"748284","date_desc","6376","200","non_us","17"
"1161633","relevance","6031","200","race","0"
"1161633","relevance","6031","200","sexual_minorities","0"
"1161633","relevance","6031","200","kids","96"
"1161633","relevance","6031","200","elderly","11"
"1161633","relevance","6031","200","women","4"
"1161633","relevance","6031","200","non_us","8"
"1161633","date_desc","6031","200","race","0"
"1161633","date_desc","6031","200","sexual_minorities","0"
"1161633","date_desc","6031","200","kids","39"
"1161633","date_desc","6031","200","elderly","7"
"1161633","date_desc","6031","200","women","8"
"1161633","date_desc","6031","200","non_us","5"
"219423","relevance","16","16","race","0"
"219423","relevance","16","16","sexual_minorities","0"
"219423","relevance","16","16","kids","4"
"219423","relevance","16","16","elderly","0"
"219423","relevance","16","16","women","0"
"219423","relevance","16","16","non_us","0"
"338718","relevance","3","3","race","0"
"338718","relevance","3","3","sexual_minorities","0"
"338718","relevance","3","3","kids","0"
"338718","relevance","3","3","elderly","0"
"338718","relevance","3","3","women","0"
"338718","relevance","3","3","non_us","0"
"219423","date_desc","16","16","race","0"
"219423","date_desc","16","16","sexual_minorities","0"
"219423","date_desc","16","16","kids","4"
"219423","date_desc","16","16","elderly","0"
"219423","date_desc","16","16","women","0"
"219423","date_desc","16","16","non_us","0"
"338718","date_desc","3","3","race","0"
"338718","date_desc","3","3","sexual_minorities","0"
"338718","date_desc","3","3","kids","0"
"338718","date_desc","3","3","elderly","0"
"338718","date_desc","3","3","women","0"
"338718","date_desc","3","3","non_us","0"
"1199731","relevance","7202","200","race","2"
"1199731","relevance","7202","200","sexual_minorities","2"
"1199731","relevance","7202","200","kids","38"
"1199731","relevance","7202","200","elderly","12"
"1199731","relevance","7202","200","women","6"
"1199731","relevance","7202","200","non_us","11"
"143511","date_desc","7433","200","race","0"
"143511","date_desc","7433","200","sexual_minorities","0"
"143511","date_desc","7433","200","kids","26"
"143511","date_desc","7433","200","elderly","7"
"143511","date_desc","7433","200","women","20"
"143511","date_desc","7433","200","non_us","40"
"143511","relevance","7433","200","race","0"
"143511","relevance","7433","200","sexual_minorities","0"
"143511","relevance","7433","200","kids","31"
"143511","relevance","7433","200","elderly","21"
"143511","relevance","7433","200","women","18"
"143511","relevance","7433","200","non_us","12"
"1199731","date_desc","7202","200","race","0"
"1199731","date_desc","7202","200","sexual_minorities","4"
"1199731","date_desc","7202","200","kids","31"
"1199731","date_desc","7202","200","elderly","19"
"1199731","date_desc","7202","200","women","35"
"1199731","date_desc","7202","200","non_us","12"
"672955","relevance","83","83","race","63"
"672955","relevance","83","83","sexual_minorities","0"
"672955","relevance","83","83","kids","28"
"672955","relevance","83","83","elderly","20"
"672955","relevance","83","83","women","31"
"672955","relevance","83","83","non_us","17"
"672955","date_desc","83","83","race","63"
"672955","date_desc","83","83","sexual_minorities","0"
"672955","date_desc","83","83","kids","28"
"672955","date_desc","83","83","elderly","20"
"672955","date_desc","83","83","women","31"
"672955","date_desc","83","83","non_us","17"
"815302","relevance","61","61","race","0"
"815302","relevance","61","61","sexual_minorities","0"
"815302","relevance","61","61","kids","1"
"815302","relevance","61","61","elderly","3"
"815302","relevance","61","61","women","0"
"815302","relevance","61","61","non_us","0"
"815302","date_desc","61","61","race","0"
"815302","date_desc","61","61","sexual_minorities","0"
"815302","date_desc","61","61","kids","1"
"815302","date_desc","61","61","elderly","3"
"815302","date_desc","61","61","women","0"
"815302","date_desc","61","61","non_us","0"
"475289","relevance","72","72","race","0"
"475289","relevance","72","72","sexual_minorities","0"
"475289","relevance","72","72","kids","15"
"475289","relevance","72","72","elderly","13"
"475289","relevance","72","72","women","5"
"475289","relevance","72","72","non_us","5"
"620505","relevance","8","8","race","1"
"620505","relevance","8","8","sexual_minorities","0"
"620505","relevance","8","8","kids","1"
"620505","relevance","8","8","elderly","2"
"620505","relevance","8","8","women","0"
"620505","relevance","8","8","non_us","8"
"620505","date_desc","8","8","race","1"
"620505","date_desc","8","8","sexual_minorities","0"
"620505","date_desc","8","8","kids","1"
"620505","date_desc","8","8","elderly","2"
"620505","date_desc","8","8","women","0"
"620505","date_desc","8","8","non_us","8"
"475289","date_desc","72","72","race","0"
"475289","date_desc","72","72","sexual_minorities","0"
"475289","date_desc","72","72","kids","15"
"475289","date_desc","72","72","elderly","13"
"475289","date_desc","72","72","women","5"
"475289","date_desc","72","72","non_us","5"
"791669","date_desc","98","98","race","0"
"791669","date_desc","98","98","sexual_minorities","0"
"791669","date_desc","98","98","kids","7"
"791669","date_desc","98","98","elderly","5"
"791669","date_desc","98","98","women","2"
"791669","date_desc","98","98","non_us","2"
"791669","relevance","98","98","race","0"
"791669","relevance","98","98","sexual_minorities","0"
"791669","relevance","98","98","kids","7"
"791669","relevance","98","98","elderly","5"
"791669","relevance","98","98","women","2"
"791669","relevance","98","98","non_us","2"
"515046","relevance","187","187","race","0"
"515046","relevance","187","187","sexual_minorities","0"
"515046","relevance","187","187","kids","4"
"515046","relevance","187","187","elderly","3"
"515046","relevance","187","187","women","0"
"515046","relevance","187","187","non_us","0"
"818288","date_desc","27","27","race","0"
"818288","date_desc","27","27","sexual_minorities","0"
"818288","date_desc","27","27","kids","10"
"818288","date_desc","27","27","elderly","1"
"818288","date_desc","27","27","women","2"
"818288","date_desc","27","27","non_us","7"
"818288","relevance","27","27","race","0"
"818288","relevance","27","27","sexual_minorities","0"
"818288","relevance","27","27","kids","10"
"818288","relevance","27","27","elderly","1"
"818288","relevance","27","27","women","2"
"818288","relevance","27","27","non_us","7"
"515046","date_desc","187","187","race","0"
"515046","date_desc","187","187","sexual_minorities","0"
"515046","date_desc","187","187","kids","4"
"515046","date_desc","187","187","elderly","3"
"515046","date_desc","187","187","women","0"
"515046","date_desc","187","187","non_us","0"
"1224922","relevance","614727","200","race","1"
"1224922","relevance","614727","200","sexual_minorities","0"
"1224922","relevance","614727","200","kids","30"
"1224922","relevance","614727","200","elderly","1"
"1224922","relevance","614727","200","women","3"
"1224922","relevance","614727","200","non_us","15"
"968482","relevance","2982","200","race","2"
"968482","relevance","2982","200","sexual_minorities","0"
"968482","relevance","2982","200","kids","9"
"968482","relevance","2982","200","elderly","10"
"968482","relevance","2982","200","women","11"
"968482","relevance","2982","200","non_us","72"
"968482","date_desc","2982","200","race","0"
"968482","date_desc","2982","200","sexual_minorities","0"
"968482","date_desc","2982","200","kids","13"
"968482","date_desc","2982","200","elderly","10"
"968482","date_desc","2982","200","women","13"
"968482","date_desc","2982","200","non_us","57"
"1224922","date_desc","614727","200","race","0"
"1224922","date_desc","614727","200","sexual_minorities","0"
"1224922","date_desc","614727","200","kids","19"
"1224922","date_desc","614727","200","elderly","11"
"1224922","date_desc","614727","200","women","25"
"1224922","date_desc","614727","200","non_us","14"
"87414","relevance","6","6","race","0"
"87414","relevance","6","6","sexual_minorities","0"
"87414","relevance","6","6","kids","0"
"87414","relevance","6","6","elderly","4"
"87414","relevance","6","6","women","0"
"87414","relevance","6","6","non_us","0"
"1125324","date_desc","0","0","race","200"
"1125324","date_desc","0","0","sexual_minorities","200"
"1125324","date_desc","0","0","kids","200"
"1125324","date_desc","0","0","elderly","200"
"1125324","date_desc","0","0","women","200"
"1125324","date_desc","0","0","non_us","200"
"87414","date_desc","6","6","race","0"
"87414","date_desc","6","6","sexual_minorities","0"
"87414","date_desc","6","6","kids","0"
"87414","date_desc","6","6","elderly","4"
"87414","date_desc","6","6","women","0"
"87414","date_desc","6","6","non_us","0"
"1125324","relevance","0","0","race","200"
"1125324","relevance","0","0","sexual_minorities","200"
"1125324","relevance","0","0","kids","200"
"1125324","relevance","0","0","elderly","200"
"1125324","relevance","0","0","women","200"
"1125324","relevance","0","0","non_us","200"
"716931","relevance","612","200","race","0"
"716931","relevance","612","200","sexual_minorities","0"
"716931","relevance","612","200","kids","7"
"716931","relevance","612","200","elderly","19"
"716931","relevance","612","200","women","13"
"716931","relevance","612","200","non_us","13"
"716931","date_desc","612","200","race","0"
"716931","date_desc","612","200","sexual_minorities","0"
"716931","date_desc","612","200","kids","14"
"716931","date_desc","612","200","elderly","17"
"716931","date_desc","612","200","women","12"
"716931","date_desc","612","200","non_us","22"
"720228","relevance","259","200","race","2"
"720228","relevance","259","200","sexual_minorities","0"
"720228","relevance","259","200","kids","179"
"720228","relevance","259","200","elderly","29"
