"search_index","sort","result_count","return_count","bias_dimension","bias_result_count"
"465897","relevance","311","200","sexual_minorities","0"
"465897","relevance","311","200","kids","15"
"465897","relevance","311","200","elderly","84"
"465897","relevance","311","200","women","176"
"465897","relevance","311","200","non_us","94"
"911879","date_desc","24","24","race","0"
"911879","date_desc","24","24","sexual_minorities","0"
"911879","date_desc","24","24","kids","4"
"911879","date_desc","24","24","elderly","4"
"911879","date_desc","24","24","women","0"
"911879","date_desc","24","24","non_us","5"
"206420","relevance","58","58","race","2"
"206420","relevance","58","58","sexual_minorities","0"
"206420","relevance","58","58","kids","17"
"206420","relevance","58","58","elderly","4"
"206420","relevance","58","58","women","11"
"206420","relevance","58","58","non_us","5"
"135561","relevance","25588","200","race","0"
"135561","relevance","25588","200","sexual_minorities","0"
"135561","relevance","25588","200","kids","3"
"135561","relevance","25588","200","elderly","2"
"135561","relevance","25588","200","women","0"
"135561","relevance","25588","200","non_us","1"
"135561","date_desc","25588","200","race","1"
"135561","date_desc","25588","200","sexual_minorities","0"
"135561","date_desc","25588","200","kids","7"
"135561","date_desc","25588","200","elderly","3"
"135561","date_desc","25588","200","women","2"
"135561","date_desc","25588","200","non_us","3"
"206420","date_desc","58","58","race","2"
"206420","date_desc","58","58","sexual_minorities","0"
"206420","date_desc","58","58","kids","17"
"206420","date_desc","58","58","elderly","4"
"206420","date_desc","58","58","women","11"
"206420","date_desc","58","58","non_us","5"
"184047","relevance","1014","200","race","4"
"184047","relevance","1014","200","sexual_minorities","0"
"184047","relevance","1014","200","kids","51"
"184047","relevance","1014","200","elderly","26"
"184047","relevance","1014","200","women","24"
"184047","relevance","1014","200","non_us","8"
"184047","date_desc","1014","200","race","4"
"184047","date_desc","1014","200","sexual_minorities","0"
"184047","date_desc","1014","200","kids","44"
"184047","date_desc","1014","200","elderly","22"
"184047","date_desc","1014","200","women","43"
"184047","date_desc","1014","200","non_us","24"
"1180723","relevance","11537","200","race","0"
"1180723","relevance","11537","200","sexual_minorities","0"
"1180723","relevance","11537","200","kids","3"
"1180723","relevance","11537","200","elderly","3"
"1180723","relevance","11537","200","women","0"
"1180723","relevance","11537","200","non_us","0"
"817578","date_desc","919","200","race","11"
"817578","date_desc","919","200","sexual_minorities","0"
"817578","date_desc","919","200","kids","87"
"817578","date_desc","919","200","elderly","25"
"817578","date_desc","919","200","women","52"
"817578","date_desc","919","200","non_us","75"
"817578","relevance","919","200","race","11"
"817578","relevance","919","200","sexual_minorities","0"
"817578","relevance","919","200","kids","119"
"817578","relevance","919","200","elderly","23"
"817578","relevance","919","200","women","65"
"817578","relevance","919","200","non_us","77"
"1180723","date_desc","11537","200","race","0"
"1180723","date_desc","11537","200","sexual_minorities","0"
"1180723","date_desc","11537","200","kids","6"
"1180723","date_desc","11537","200","elderly","8"
"1180723","date_desc","11537","200","women","2"
"1180723","date_desc","11537","200","non_us","1"
"998431","date_desc","1","1","race","0"
"998431","date_desc","1","1","sexual_minorities","0"
"998431","date_desc","1","1","kids","0"
"998431","date_desc","1","1","elderly","0"
"998431","date_desc","1","1","women","0"
"998431","date_desc","1","1","non_us","0"
"998431","relevance","1","1","race","0"
"998431","relevance","1","1","sexual_minorities","0"
"998431","relevance","1","1","kids","0"
"998431","relevance","1","1","elderly","0"
"998431","relevance","1","1","women","0"
"998431","relevance","1","1","non_us","0"
"668907","date_desc","64861","200","race","3"
"668907","date_desc","64861","200","sexual_minorities","0"
"668907","date_desc","64861","200","kids","122"
"668907","date_desc","64861","200","elderly","7"
"668907","date_desc","64861","200","women","140"
"668907","date_desc","64861","200","non_us","43"
"668907","relevance","64861","200","race","2"
"668907","relevance","64861","200","sexual_minorities","0"
"668907","relevance","64861","200","kids","93"
"668907","relevance","64861","200","elderly","4"
"668907","relevance","64861","200","women","120"
"668907","relevance","64861","200","non_us","101"
"2833","relevance","5188","200","race","3"
"2833","relevance","5188","200","sexual_minorities","0"
"2833","relevance","5188","200","kids","17"
"2833","relevance","5188","200","elderly","34"
"2833","relevance","5188","200","women","13"
"2833","relevance","5188","200","non_us","36"
"2833","date_desc","5188","200","race","1"
"2833","date_desc","5188","200","sexual_minorities","0"
"2833","date_desc","5188","200","kids","15"
"2833","date_desc","5188","200","elderly","21"
"2833","date_desc","5188","200","women","34"
"2833","date_desc","5188","200","non_us","14"
"1134928","relevance","748","200","race","0"
"1134928","relevance","748","200","sexual_minorities","0"
"1134928","relevance","748","200","kids","14"
"1134928","relevance","748","200","elderly","18"
"1134928","relevance","748","200","women","9"
"1134928","relevance","748","200","non_us","5"
"32727","relevance","4","4","race","0"
"32727","relevance","4","4","sexual_minorities","0"
"32727","relevance","4","4","kids","0"
"32727","relevance","4","4","elderly","1"
"32727","relevance","4","4","women","0"
"32727","relevance","4","4","non_us","0"
"1134928","date_desc","748","200","race","0"
"1134928","date_desc","748","200","sexual_minorities","0"
"1134928","date_desc","748","200","kids","23"
"1134928","date_desc","748","200","elderly","21"
"1134928","date_desc","748","200","women","14"
"1134928","date_desc","748","200","non_us","12"
"32727","date_desc","4","4","race","0"
"32727","date_desc","4","4","sexual_minorities","0"
"32727","date_desc","4","4","kids","0"
"32727","date_desc","4","4","elderly","1"
"32727","date_desc","4","4","women","0"
"32727","date_desc","4","4","non_us","0"
"1255837","relevance","82438","200","race","0"
"1255837","relevance","82438","200","sexual_minorities","0"
"1255837","relevance","82438","200","kids","2"
"1255837","relevance","82438","200","elderly","3"
"1255837","relevance","82438","200","women","0"
"1255837","relevance","82438","200","non_us","0"
"175241","relevance","62","62","race","4"
"175241","relevance","62","62","sexual_minorities","0"
"175241","relevance","62","62","kids","3"
"175241","relevance","62","62","elderly","10"
"175241","relevance","62","62","women","2"
"175241","relevance","62","62","non_us","19"
"175241","date_desc","62","62","race","4"
"175241","date_desc","62","62","sexual_minorities","0"
"175241","date_desc","62","62","kids","3"
"175241","date_desc","62","62","elderly","10"
"175241","date_desc","62","62","women","2"
"175241","date_desc","62","62","non_us","19"
"1255837","date_desc","82438","200","race","0"
"1255837","date_desc","82438","200","sexual_minorities","0"
"1255837","date_desc","82438","200","kids","4"
"1255837","date_desc","82438","200","elderly","4"
"1255837","date_desc","82438","200","women","4"
"1255837","date_desc","82438","200","non_us","0"
"106093","relevance","55","55","race","0"
"106093","relevance","55","55","sexual_minorities","0"
"106093","relevance","55","55","kids","4"
"106093","relevance","55","55","elderly","4"
"106093","relevance","55","55","women","10"
"106093","relevance","55","55","non_us","19"
"106093","date_desc","55","55","race","0"
"106093","date_desc","55","55","sexual_minorities","0"
"106093","date_desc","55","55","kids","4"
"106093","date_desc","55","55","elderly","4"
"106093","date_desc","55","55","women","10"
"106093","date_desc","55","55","non_us","19"
"869654","relevance","2","2","race","0"
"869654","relevance","2","2","sexual_minorities","0"
"869654","relevance","2","2","kids","0"
"869654","relevance","2","2","elderly","0"
"869654","relevance","2","2","women","0"
"869654","relevance","2","2","non_us","0"
"869654","date_desc","2","2","race","0"
"869654","date_desc","2","2","sexual_minorities","0"
"869654","date_desc","2","2","kids","0"
"869654","date_desc","2","2","elderly","0"
"869654","date_desc","2","2","women","0"
"869654","date_desc","2","2","non_us","0"
"1074060","date_desc","480586","200","race","3"
"1074060","date_desc","480586","200","sexual_minorities","0"
"1074060","date_desc","480586","200","kids","28"
"1074060","date_desc","480586","200","elderly","26"
"1074060","date_desc","480586","200","women","37"
"1074060","date_desc","480586","200","non_us","26"
"1074060","relevance","480586","200","race","2"
"1074060","relevance","480586","200","sexual_minorities","0"
"1074060","relevance","480586","200","kids","17"
"1074060","relevance","480586","200","elderly","32"
"1074060","relevance","480586","200","women","21"
"1074060","relevance","480586","200","non_us","10"
"151199","relevance","102095","200","race","0"
"151199","relevance","102095","200","sexual_minorities","0"
"151199","relevance","102095","200","kids","0"
"151199","relevance","102095","200","elderly","2"
"151199","relevance","102095","200","women","0"
"151199","relevance","102095","200","non_us","0"
"151199","date_desc","102095","200","race","0"
"151199","date_desc","102095","200","sexual_minorities","0"
"151199","date_desc","102095","200","kids","5"
"151199","date_desc","102095","200","elderly","6"
"151199","date_desc","102095","200","women","5"
"151199","date_desc","102095","200","non_us","2"
"805331","relevance","180","180","race","15"
"805331","relevance","180","180","sexual_minorities","0"
"805331","relevance","180","180","kids","23"
"805331","relevance","180","180","elderly","63"
"805331","relevance","180","180","women","21"
"805331","relevance","180","180","non_us","1"
"1039850","relevance","211774","200","race","0"
"1039850","relevance","211774","200","sexual_minorities","0"
"1039850","relevance","211774","200","kids","12"
"1039850","relevance","211774","200","elderly","4"
"1039850","relevance","211774","200","women","4"
"1039850","relevance","211774","200","non_us","12"
"805331","date_desc","180","180","race","15"
"805331","date_desc","180","180","sexual_minorities","0"
"805331","date_desc","180","180","kids","23"
"805331","date_desc","180","180","elderly","63"
"805331","date_desc","180","180","women","21"
"805331","date_desc","180","180","non_us","1"
"685745","relevance","3","3","race","1"
"685745","relevance","3","3","sexual_minorities","0"
"685745","relevance","3","3","kids","0"
"685745","relevance","3","3","elderly","3"
"685745","relevance","3","3","women","2"
"685745","relevance","3","3","non_us","1"
"1039850","date_desc","211774","200","race","4"
"1039850","date_desc","211774","200","sexual_minorities","0"
"1039850","date_desc","211774","200","kids","29"
"1039850","date_desc","211774","200","elderly","12"
"1039850","date_desc","211774","200","women","26"
"1039850","date_desc","211774","200","non_us","21"
"685745","date_desc","3","3","race","1"
"685745","date_desc","3","3","sexual_minorities","0"
"685745","date_desc","3","3","kids","0"
"685745","date_desc","3","3","elderly","3"
"685745","date_desc","3","3","women","2"
"685745","date_desc","3","3","non_us","1"
"1116058","date_desc","16147","200","race","3"
"1116058","date_desc","16147","200","sexual_minorities","0"
"1116058","date_desc","16147","200","kids","29"
"1116058","date_desc","16147","200","elderly","12"
"1116058","date_desc","16147","200","women","31"
"1116058","date_desc","16147","200","non_us","12"
"989602","date_desc","47143","200","race","0"
"989602","date_desc","47143","200","sexual_minorities","0"
"989602","date_desc","47143","200","kids","16"
"989602","date_desc","47143","200","elderly","2"
"989602","date_desc","47143","200","women","5"
"989602","date_desc","47143","200","non_us","2"
"1116058","relevance","16147","200","race","6"
"1116058","relevance","16147","200","sexual_minorities","0"
"1116058","relevance","16147","200","kids","8"
"1116058","relevance","16147","200","elderly","20"
"1116058","relevance","16147","200","women","37"
"1116058","relevance","16147","200","non_us","22"
"989602","relevance","47143","200","race","0"
"989602","relevance","47143","200","sexual_minorities","0"
"989602","relevance","47143","200","kids","27"
"989602","relevance","47143","200","elderly","9"
"989602","relevance","47143","200","women","0"
"989602","relevance","47143","200","non_us","3"
"564823","date_desc","4091","200","race","1"
"564823","date_desc","4091","200","sexual_minorities","0"
"564823","date_desc","4091","200","kids","4"
"564823","date_desc","4091","200","elderly","14"
"564823","date_desc","4091","200","women","9"
"564823","date_desc","4091","200","non_us","14"
"975021","relevance","136","136","race","8"
"975021","relevance","136","136","sexual_minorities","0"
"975021","relevance","136","136","kids","112"
"975021","relevance","136","136","elderly","2"
"975021","relevance","136","136","women","102"
"975021","relevance","136","136","non_us","39"
"564823","relevance","4091","200","race","0"
"564823","relevance","4091","200","sexual_minorities","0"
"564823","relevance","4091","200","kids","9"
"564823","relevance","4091","200","elderly","15"
"564823","relevance","4091","200","women","6"
"564823","relevance","4091","200","non_us","20"
"841735","relevance","7405","200","race","0"
"841735","relevance","7405","200","sexual_minorities","0"
"841735","relevance","7405","200","kids","2"
"841735","relevance","7405","200","elderly","2"
"841735","relevance","7405","200","women","1"
"841735","relevance","7405","200","non_us","9"
"841735","date_desc","7405","200","race","0"
"841735","date_desc","7405","200","sexual_minorities","0"
"841735","date_desc","7405","200","kids","13"
"841735","date_desc","7405","200","elderly","7"
"841735","date_desc","7405","200","women","10"
"841735","date_desc","7405","200","non_us","15"
"1147078","relevance","12","12","race","0"
"1147078","relevance","12","12","sexual_minorities","0"
"1147078","relevance","12","12","kids","1"
"1147078","relevance","12","12","elderly","8"
"1147078","relevance","12","12","women","9"
"1147078","relevance","12","12","non_us","0"
"975021","date_desc","136","136","race","8"
"975021","date_desc","136","136","sexual_minorities","0"
"975021","date_desc","136","136","kids","112"
"975021","date_desc","136","136","elderly","2"
"975021","date_desc","136","136","women","102"
"975021","date_desc","136","136","non_us","39"
"1147078","date_desc","12","12","race","0"
"1147078","date_desc","12","12","sexual_minorities","0"
"1147078","date_desc","12","12","kids","1"
"1147078","date_desc","12","12","elderly","8"
"1147078","date_desc","12","12","women","9"
"1147078","date_desc","12","12","non_us","0"
"698525","date_desc","15","15","race","0"
"698525","date_desc","15","15","sexual_minorities","0"
"698525","date_desc","15","15","kids","0"
"698525","date_desc","15","15","elderly","0"
"698525","date_desc","15","15","women","0"
"698525","date_desc","15","15","non_us","0"
"698525","relevance","15","15","race","0"
"698525","relevance","15","15","sexual_minorities","0"
"698525","relevance","15","15","kids","0"
"698525","relevance","15","15","elderly","0"
"698525","relevance","15","15","women","0"
"698525","relevance","15","15","non_us","0"
"50581","relevance","222","200","race","3"
"50581","relevance","222","200","sexual_minorities","0"
"50581","relevance","222","200","kids","71"
"50581","relevance","222","200","elderly","18"
"50581","relevance","222","200","women","13"
"50581","relevance","222","200","non_us","1"
"50581","date_desc","222","200","race","3"
"50581","date_desc","222","200","sexual_minorities","0"
"50581","date_desc","222","200","kids","71"
"50581","date_desc","222","200","elderly","17"
"50581","date_desc","222","200","women","13"
"50581","date_desc","222","200","non_us","1"
"102076","relevance","0","0","race","200"
"102076","relevance","0","0","sexual_minorities","200"
"102076","relevance","0","0","kids","200"
"102076","relevance","0","0","elderly","200"
"102076","relevance","0","0","women","200"
"102076","relevance","0","0","non_us","200"
"539209","relevance","1","1","race","0"
"539209","relevance","1","1","sexual_minorities","0"
"539209","relevance","1","1","kids","0"
"539209","relevance","1","1","elderly","0"
"539209","relevance","1","1","women","0"
"539209","relevance","1","1","non_us","0"
"539209","date_desc","1","1","race","0"
"539209","date_desc","1","1","sexual_minorities","0"
"539209","date_desc","1","1","kids","0"
"539209","date_desc","1","1","elderly","0"
"539209","date_desc","1","1","women","0"
"539209","date_desc","1","1","non_us","0"
"102076","date_desc","0","0","race","200"
"102076","date_desc","0","0","sexual_minorities","200"
"102076","date_desc","0","0","kids","200"
"102076","date_desc","0","0","elderly","200"
"102076","date_desc","0","0","women","200"
"102076","date_desc","0","0","non_us","200"
"401534","relevance","7573","200","race","2"
"401534","relevance","7573","200","sexual_minorities","0"
"401534","relevance","7573","200","kids","40"
"401534","relevance","7573","200","elderly","5"
"401534","relevance","7573","200","women","14"
"401534","relevance","7573","200","non_us","123"
"385617","relevance","7","7","race","0"
"385617","relevance","7","7","sexual_minorities","0"
"385617","relevance","7","7","kids","5"
"385617","relevance","7","7","elderly","4"
"385617","relevance","7","7","women","5"
"385617","relevance","7","7","non_us","5"
"401534","date_desc","7573","200","race","3"
"401534","date_desc","7573","200","sexual_minorities","1"
"401534","date_desc","7573","200","kids","51"
"401534","date_desc","7573","200","elderly","32"
"401534","date_desc","7573","200","women","35"
"401534","date_desc","7573","200","non_us","121"
"385617","date_desc","7","7","race","0"
"385617","date_desc","7","7","sexual_minorities","0"
"385617","date_desc","7","7","kids","5"
"385617","date_desc","7","7","elderly","4"
"385617","date_desc","7","7","women","5"
"385617","date_desc","7","7","non_us","5"
"807124","relevance","79366","200","race","0"
"807124","relevance","79366","200","sexual_minorities","0"
"807124","relevance","79366","200","kids","12"
"807124","relevance","79366","200","elderly","1"
"807124","relevance","79366","200","women","4"
"807124","relevance","79366","200","non_us","2"
"643444","relevance","306","200","race","2"
"643444","relevance","306","200","sexual_minorities","0"
"643444","relevance","306","200","kids","20"
"643444","relevance","306","200","elderly","50"
"643444","relevance","306","200","women","20"
"643444","relevance","306","200","non_us","20"
"807124","date_desc","79366","200","race","0"
"807124","date_desc","79366","200","sexual_minorities","0"
"807124","date_desc","79366","200","kids","9"
"807124","date_desc","79366","200","elderly","4"
"807124","date_desc","79366","200","women","7"
"807124","date_desc","79366","200","non_us","13"
"643444","date_desc","306","200","race","2"
"643444","date_desc","306","200","sexual_minorities","0"
"643444","date_desc","306","200","kids","19"
"643444","date_desc","306","200","elderly","42"
"643444","date_desc","306","200","women","20"
"643444","date_desc","306","200","non_us","25"
"289863","relevance","1958","200","race","1"
"289863","relevance","1958","200","sexual_minorities","0"
"289863","relevance","1958","200","kids","9"
"289863","relevance","1958","200","elderly","7"
"289863","relevance","1958","200","women","21"
"289863","relevance","1958","200","non_us","4"
"289863","date_desc","1958","200","race","2"
"289863","date_desc","1958","200","sexual_minorities","0"
"289863","date_desc","1958","200","kids","26"
"289863","date_desc","1958","200","elderly","14"
"289863","date_desc","1958","200","women","38"
"289863","date_desc","1958","200","non_us","4"
"1170314","relevance","3226","200","race","0"
"1170314","relevance","3226","200","sexual_minorities","0"
"1170314","relevance","3226","200","kids","17"
"1170314","relevance","3226","200","elderly","18"
"1170314","relevance","3226","200","women","12"
"1170314","relevance","3226","200","non_us","11"
"295607","relevance","15","15","race","1"
"295607","relevance","15","15","sexual_minorities","0"
"295607","relevance","15","15","kids","4"
"295607","relevance","15","15","elderly","5"
"295607","relevance","15","15","women","2"
"295607","relevance","15","15","non_us","0"
"1170314","date_desc","3226","200","race","0"
"1170314","date_desc","3226","200","sexual_minorities","0"
"1170314","date_desc","3226","200","kids","21"
"1170314","date_desc","3226","200","elderly","19"
"1170314","date_desc","3226","200","women","17"
"1170314","date_desc","3226","200","non_us","13"
"130623","relevance","0","0","race","200"
"130623","relevance","0","0","sexual_minorities","200"
"130623","relevance","0","0","kids","200"
"130623","relevance","0","0","elderly","200"
"130623","relevance","0","0","women","200"
"130623","relevance","0","0","non_us","200"
"130623","date_desc","0","0","race","200"
"130623","date_desc","0","0","sexual_minorities","200"
"130623","date_desc","0","0","kids","200"
"130623","date_desc","0","0","elderly","200"
"130623","date_desc","0","0","women","200"
"130623","date_desc","0","0","non_us","200"
"295607","date_desc","15","15","race","1"
"295607","date_desc","15","15","sexual_minorities","0"
"295607","date_desc","15","15","kids","4"
"295607","date_desc","15","15","elderly","5"
"295607","date_desc","15","15","women","2"
"295607","date_desc","15","15","non_us","0"
"471170","relevance","392336","200","race","0"
"471170","relevance","392336","200","sexual_minorities","0"
"471170","relevance","392336","200","kids","21"
"471170","relevance","392336","200","elderly","4"
"471170","relevance","392336","200","women","2"
"471170","relevance","392336","200","non_us","15"
"471170","date_desc","392336","200","race","0"
"471170","date_desc","392336","200","sexual_minorities","0"
"471170","date_desc","392336","200","kids","16"
"471170","date_desc","392336","200","elderly","5"
"471170","date_desc","392336","200","women","12"
"471170","date_desc","392336","200","non_us","23"
"598007","date_desc","0","0","race","200"
"598007","date_desc","0","0","sexual_minorities","200"
"598007","date_desc","0","0","kids","200"
"598007","date_desc","0","0","elderly","200"
"598007","date_desc","0","0","women","200"
"598007","date_desc","0","0","non_us","200"
"180316","relevance","8341","200","race","0"
"180316","relevance","8341","200","sexual_minorities","0"
"180316","relevance","8341","200","kids","59"
"180316","relevance","8341","200","elderly","24"
"180316","relevance","8341","200","women","27"
"180316","relevance","8341","200","non_us","10"
"598007","relevance","0","0","race","200"
"598007","relevance","0","0","sexual_minorities","200"
"598007","relevance","0","0","kids","200"
"598007","relevance","0","0","elderly","200"
"598007","relevance","0","0","women","200"
"598007","relevance","0","0","non_us","200"
"180316","date_desc","8341","200","race","0"
"180316","date_desc","8341","200","sexual_minorities","0"
"180316","date_desc","8341","200","kids","26"
"180316","date_desc","8341","200","elderly","14"
"180316","date_desc","8341","200","women","21"
"180316","date_desc","8341","200","non_us","14"
"825384","relevance","413","200","race","8"
"825384","relevance","413","200","sexual_minorities","0"
"825384","relevance","413","200","kids","17"
"825384","relevance","413","200","elderly","66"
"825384","relevance","413","200","women","27"
"825384","relevance","413","200","non_us","57"
"523992","relevance","11","11","race","0"
"523992","relevance","11","11","sexual_minorities","0"
"523992","relevance","11","11","kids","0"
"523992","relevance","11","11","elderly","0"
"523992","relevance","11","11","women","0"
"523992","relevance","11","11","non_us","0"
"73130","relevance","882","200","race","0"
"73130","relevance","882","200","sexual_minorities","0"
"73130","relevance","882","200","kids","10"
"73130","relevance","882","200","elderly","4"
"73130","relevance","882","200","women","4"
"73130","relevance","882","200","non_us","28"
"825384","date_desc","413","200","race","6"
"825384","date_desc","413","200","sexual_minorities","0"
"825384","date_desc","413","200","kids","16"
"825384","date_desc","413","200","elderly","62"
"825384","date_desc","413","200","women","39"
"825384","date_desc","413","200","non_us","65"
"73130","date_desc","882","200","race","0"
"73130","date_desc","882","200","sexual_minorities","0"
"73130","date_desc","882","200","kids","12"
"73130","date_desc","882","200","elderly","3"
"73130","date_desc","882","200","women","1"
"73130","date_desc","882","200","non_us","46"
"523992","date_desc","11","11","race","0"
"523992","date_desc","11","11","sexual_minorities","0"
"523992","date_desc","11","11","kids","0"
"523992","date_desc","11","11","elderly","0"
"523992","date_desc","11","11","women","0"
"523992","date_desc","11","11","non_us","0"
"1179901","relevance","473","200","race","0"
"1179901","relevance","473","200","sexual_minorities","0"
"1179901","relevance","473","200","kids","17"
"1179901","relevance","473","200","elderly","6"
"1179901","relevance","473","200","women","4"
"1179901","relevance","473","200","non_us","18"
"333106","relevance","1519","200","race","4"
"333106","relevance","1519","200","sexual_minorities","0"
"333106","relevance","1519","200","kids","35"
"333106","relevance","1519","200","elderly","44"
"333106","relevance","1519","200","women","22"
"333106","relevance","1519","200","non_us","34"
"333106","date_desc","1519","200","race","3"
"333106","date_desc","1519","200","sexual_minorities","0"
"333106","date_desc","1519","200","kids","29"
"333106","date_desc","1519","200","elderly","38"
"333106","date_desc","1519","200","women","31"
"333106","date_desc","1519","200","non_us","22"
"1179901","date_desc","473","200","race","1"
"1179901","date_desc","473","200","sexual_minorities","0"
"1179901","date_desc","473","200","kids","21"
"1179901","date_desc","473","200","elderly","6"
"1179901","date_desc","473","200","women","1"
"1179901","date_desc","473","200","non_us","19"
"518990","date_desc","0","0","race","200"
