"search_index","sort","result_count","return_count","error_count","bias_dimension","bias_result_count"
"942419","relevance","5791","200","0","race","0"
"942419","relevance","5791","200","0","sexual_minorities","0"
"942419","relevance","5791","200","0","kids","33"
"942419","relevance","5791","200","0","elderly","47"
"942419","relevance","5791","200","0","women","11"
"942419","relevance","5791","200","0","non_us","11"
"414176","date_desc","283","200","0","race","4"
"414176","date_desc","283","200","0","sexual_minorities","0"
"414176","date_desc","283","200","0","kids","11"
"414176","date_desc","283","200","0","elderly","4"
"414176","date_desc","283","200","0","women","3"
"414176","date_desc","283","200","0","non_us","1"
"414176","relevance","283","200","0","race","3"
"414176","relevance","283","200","0","sexual_minorities","0"
"414176","relevance","283","200","0","kids","12"
"414176","relevance","283","200","0","elderly","3"
"414176","relevance","283","200","0","women","3"
"414176","relevance","283","200","0","non_us","1"
"659466","relevance","9","9","0","race","0"
"659466","relevance","9","9","0","sexual_minorities","0"
"659466","relevance","9","9","0","kids","1"
"659466","relevance","9","9","0","elderly","0"
"659466","relevance","9","9","0","women","2"
"659466","relevance","9","9","0","non_us","0"
"659466","date_desc","9","9","0","race","0"
"659466","date_desc","9","9","0","sexual_minorities","0"
"659466","date_desc","9","9","0","kids","1"
"659466","date_desc","9","9","0","elderly","0"
"659466","date_desc","9","9","0","women","2"
"659466","date_desc","9","9","0","non_us","0"
"942419","date_desc","5791","200","0","race","4"
"942419","date_desc","5791","200","0","sexual_minorities","0"
"942419","date_desc","5791","200","0","kids","18"
"942419","date_desc","5791","200","0","elderly","45"
"942419","date_desc","5791","200","0","women","32"
"942419","date_desc","5791","200","0","non_us","14"
"701759","date_desc","6","6","0","race","0"
"701759","date_desc","6","6","0","sexual_minorities","0"
"701759","date_desc","6","6","0","kids","3"
"701759","date_desc","6","6","0","elderly","1"
"701759","date_desc","6","6","0","women","0"
"701759","date_desc","6","6","0","non_us","0"
"701759","relevance","6","6","0","race","0"
"701759","relevance","6","6","0","sexual_minorities","0"
"701759","relevance","6","6","0","kids","3"
"701759","relevance","6","6","0","elderly","1"
"701759","relevance","6","6","0","women","0"
"701759","relevance","6","6","0","non_us","0"
"1290338","relevance","3","3","0","race","0"
"1290338","relevance","3","3","0","sexual_minorities","0"
"1290338","relevance","3","3","0","kids","3"
"1290338","relevance","3","3","0","elderly","1"
"1290338","relevance","3","3","0","women","3"
"1290338","relevance","3","3","0","non_us","0"
"202847","relevance","2","2","0","race","0"
"202847","relevance","2","2","0","sexual_minorities","0"
"202847","relevance","2","2","0","kids","1"
"202847","relevance","2","2","0","elderly","0"
"202847","relevance","2","2","0","women","1"
"202847","relevance","2","2","0","non_us","0"
"1290338","date_desc","3","3","0","race","0"
"1290338","date_desc","3","3","0","sexual_minorities","0"
"1290338","date_desc","3","3","0","kids","3"
"1290338","date_desc","3","3","0","elderly","1"
"1290338","date_desc","3","3","0","women","3"
"1290338","date_desc","3","3","0","non_us","0"
"202847","date_desc","2","2","0","race","0"
"202847","date_desc","2","2","0","sexual_minorities","0"
"202847","date_desc","2","2","0","kids","1"
"202847","date_desc","2","2","0","elderly","0"
"202847","date_desc","2","2","0","women","1"
"202847","date_desc","2","2","0","non_us","0"
"338058","date_desc","0","0","0","race","200"
"338058","date_desc","0","0","0","sexual_minorities","200"
"338058","date_desc","0","0","0","kids","200"
"338058","date_desc","0","0","0","elderly","200"
"338058","date_desc","0","0","0","women","200"
"338058","date_desc","0","0","0","non_us","200"
"338058","relevance","0","0","0","race","200"
"338058","relevance","0","0","0","sexual_minorities","200"
"338058","relevance","0","0","0","kids","200"
"338058","relevance","0","0","0","elderly","200"
"338058","relevance","0","0","0","women","200"
"338058","relevance","0","0","0","non_us","200"
"210650","relevance","88737","200","0","race","1"
"210650","relevance","88737","200","0","sexual_minorities","0"
"210650","relevance","88737","200","0","kids","8"
"210650","relevance","88737","200","0","elderly","30"
"210650","relevance","88737","200","0","women","16"
"210650","relevance","88737","200","0","non_us","6"
"304266","relevance","1","1","0","race","0"
"304266","relevance","1","1","0","sexual_minorities","0"
"304266","relevance","1","1","0","kids","1"
"304266","relevance","1","1","0","elderly","0"
"304266","relevance","1","1","0","women","0"
"304266","relevance","1","1","0","non_us","0"
